66.249.76.133 - - [10/Mar/2013:01:04:26 +0400] "GET /images/tech0505.jpg HTTP/1.1" 404 7983 "-" "Googlebot-Image/1.0"
37.140.141.12 - - [10/Mar/2013:01:10:02 +0400] "GET /index.php/2011-12-06-19-41-54/item/launch-tlt-240sc HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
37.140.141.12 - - [10/Mar/2013:01:44:50 +0400] "GET /index.php/2011-12-06-20-32-49/item/giuliano-s-112fgt-s-112f HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
37.140.141.12 - - [10/Mar/2013:02:48:00 +0400] "GET /index.php/diskopravi/item/titan-st-16 HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
66.249.76.133 - - [10/Mar/2013:02:55:23 +0400] "GET /catalog/product/6 HTTP/1.1" 200 11244 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.76.133 - - [10/Mar/2013:03:08:15 +0400] "GET /catalog/product/35 HTTP/1.1" 200 24242 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.76.133 - - [10/Mar/2013:03:23:34 +0400] "GET /catalog/product/33 HTTP/1.1" 200 12794 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
37.140.141.12 - - [10/Mar/2013:03:30:05 +0400] "GET /index.php/diskopravi/item/titan-digi-pro-titan-5600 HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
77.88.59.64 - - [10/Mar/2013:03:33:38 +0400] "GET / HTTP/1.1" 200 19778 "-" "Yandex/1.01.001 (compatible; Win16; I)"
37.140.141.12 - - [10/Mar/2013:03:36:27 +0400] "GET /index.php/2012-04-11-10-11-09/86-jelmeb/shkaf HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
37.140.141.12 - - [10/Mar/2013:03:37:01 +0400] "GET /index.php/siver/item/s HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
66.249.76.133 - - [10/Mar/2013:03:49:19 +0400] "GET /images/mo4356.png HTTP/1.1" 200 16900 "-" "Googlebot-Image/1.0"
208.115.113.91 - - [10/Mar/2013:03:52:18 +0400] "GET /robots.txt HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)"
66.249.76.39 - - [10/Mar/2013:03:56:02 +0400] "GET /images/giuliano_s_112f.png HTTP/1.1" 200 80289 "-" "Googlebot-Image/1.0"
66.249.76.39 - - [10/Mar/2013:04:10:29 +0400] "GET /images/siver_de_kopiya.png HTTP/1.1" 200 336001 "-" "Googlebot-Image/1.0"
66.249.76.39 - - [10/Mar/2013:04:16:26 +0400] "GET /images/siver%20b%20main.jpg HTTP/1.1" 200 76146 "-" "Googlebot-Image/1.0"
66.249.76.39 - - [10/Mar/2013:04:22:12 +0400] "GET /images/T4.jpeg HTTP/1.1" 200 10505 "-" "Googlebot-Image/1.0"
66.249.76.133 - - [10/Mar/2013:04:33:18 +0400] "GET / HTTP/1.1" 200 19778 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.76.39 - - [10/Mar/2013:04:36:32 +0400] "GET /images/compr-group.jpg HTTP/1.1" 200 50739 "-" "Googlebot-Image/1.0"
66.249.76.133 - - [10/Mar/2013:04:55:16 +0400] "GET /catalog/product/44 HTTP/1.1" 200 17665 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.76.2 - - [10/Mar/2013:05:01:05 +0400] "GET /robots.txt HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.76.2 - - [10/Mar/2013:05:01:06 +0400] "GET /images/slipstream_w_logo_only-1.jpg HTTP/1.1" 404 7983 "-" "Googlebot-Image/1.0"
208.115.113.91 - - [10/Mar/2013:05:12:33 +0400] "GET /index.php/2012-04-11-10-09-59/105-legkbal/bright-cb-910b HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)"
