178.154.239.93 - - [05/Mar/2013:01:06:08 +0400] "GET / HTTP/1.1" 200 19058 "-" "Yandex/1.01.001 (compatible; Win16; I)"
217.69.133.68 - - [05/Mar/2013:01:48:03 +0400] "GET /index.php/2012-04-11-10-09-59/106-legkbal/mab-wb255 HTTP/1.0" 404 7983 "-" "Mozilla/5.0 (compatible; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)"
217.69.133.68 - - [05/Mar/2013:01:48:06 +0400] "GET /index.php/2012-04-11-10-09-59/110-legkbal/bright-cb-968b HTTP/1.0" 404 7983 "-" "Mozilla/5.0 (compatible; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)"
217.69.133.68 - - [05/Mar/2013:01:48:08 +0400] "GET /index.php/2012-04-11-10-09-59/102-legkbal/aeat-td-bl820n HTTP/1.0" 404 7983 "-" "Mozilla/5.0 (compatible; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)"
208.115.111.75 - - [05/Mar/2013:01:51:25 +0400] "GET /robots.txt HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)"
66.249.78.107 - - [05/Mar/2013:02:00:40 +0400] "GET /robots.txt HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.107 - - [05/Mar/2013:02:00:41 +0400] "GET /images/%D0%B2%D1%83%D0%BB%D0%BA%D0%B0%D0%BD300.jpg HTTP/1.1" 200 35762 "-" "Googlebot-Image/1.0"
208.115.111.75 - - [05/Mar/2013:03:03:39 +0400] "GET /index.php/2011-12-06-19-41-54/item/modena-mo-242cf-2?category_id=31 HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)"
66.249.78.107 - - [05/Mar/2013:03:18:25 +0400] "GET /index.php/2011-12-06-19-41-54/item/modena-253ebmo-254eb?category_id=31 HTTP/1.1" 404 7983 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
217.69.133.68 - - [05/Mar/2013:03:23:23 +0400] "GET /index.php/2012-04-11-10-09-59/112-legkbal/hunter-dsp9200 HTTP/1.0" 404 7983 "-" "Mozilla/5.0 (compatible; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)"
217.69.133.68 - - [05/Mar/2013:03:23:25 +0400] "GET /index.php/2012-04-11-10-09-59/61-legkbal/hunter-gsp9200-lcd HTTP/1.0" 404 7983 "-" "Mozilla/5.0 (compatible; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)"
